区县,店铺名称,GCJ02_经度,GCJ02_纬度,WGS84_经度,WGS84_纬度,地址,联系电话,评分,人均消费（元）,商圈,营业时间
金水区,必胜客(郑州郑东万象城店),113.764669,34.765463,113.764669,34.765463,金水东路辅路与才高街交叉口东南200米郑州郑东万象城北区L4层连廊交界处旁边(小天才对面),17614631752,4.7,37,暂无,8：00——22：00
金水区,红星前进面包牛奶公司(郑州首店),113.765508,34.76426,113.765508,34.76426,金水东路辅路与才高街交叉口东南200米郑州郑东万象城B1层,暂无,4.7,34,暂无,8：00——22：00
金水区,SPACELAB失重餐厅(郑州郑东万象城),113.764815,34.76551,113.764815,34.76551,金水东路辅路与才高街交叉口东南200米郑州郑东万象城7层L726,19043999268,4.7,97,暂无,8：00——22：00
金水区,巴奴毛肚火锅(郑东万象城店),113.763336,34.766468,113.763336,34.766468,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L7层,0371-63358577,4.8,暂无,暂无,8：00——22：00
金水区,白石的烧肉酒场(郑州郑东万象城),113.76537,34.764082,113.76537,34.764082,金水东路辅路与才高街交叉口东南200米郑州郑东万象城南区B1层,17329312812,4.5,94,暂无,8：00——22：00
金水区,麦当劳(郑州郑东万象城店),113.765861,34.76473,113.765861,34.76473,金水东路辅路与才高街交叉口东南200米郑州郑东万象城B2层,暂无,4.6,暂无,暂无,8：00——22：00
金水区,吃饭皇帝大(郑州郑东万象城),113.762123,34.766287,113.762123,34.766287,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L6层,19337135757,4.5,74,暂无,8：00——22：00
金水区,海底捞火锅(郑东万象城店),113.765193,34.763889,113.765193,34.763889,金水东路辅路与才高街交叉口东南200米郑州郑东万象城南区3层,0371-55378099,4.7,101,暂无,8：00——22：00
金水区,蓉亭食贝(郑州郑东万象城店),113.76505,34.764723,113.76505,34.764723,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L4层CL416,0371-67895666,4.5,73,暂无,8：00——22：00
金水区,俄士厨房(郑东万象城店),113.761699,34.765892,113.761699,34.765892,郑东万象城北区6层L649,0371-60585777,4.6,104,暂无,8：00——22：00
金水区,牛排家(郑州郑东万象城店),113.765826,34.764529,113.765826,34.764529,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L4层,暂无,4.7,暂无,暂无,8：00——22：00
金水区,山缓缓火锅(郑东万象城店),113.764637,34.765863,113.764637,34.765863,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L722,15225160275,4.7,127,暂无,8：00——22：00
金水区,BUTTERFUL&CREAMOROUS黄油与面包(郑州郑东万象城店),113.765049,34.765706,113.765049,34.765706,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L1层,暂无,4.8,暂无,暂无,8：00——22：00
金水区,乐班Le'ban(郑州郑东万象城店),113.765304,34.7656,113.765304,34.7656,金水东路辅路与才高街交叉口东南200米郑州郑东万象城B1层,15638105553,4.7,90,暂无,8：00——22：00
金水区,树夏(郑州郑东万象城),113.765749,34.764689,113.765749,34.764689,金水东路辅路与才高街交叉口东南郑州郑东万象城南区B2层,暂无,4.6,暂无,暂无,8：00——22：00
金水区,吕氏疙瘩汤·新派鲁菜(郑东万象城店),113.763718,34.766024,113.763718,34.766024,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L6层,17638505893,4.6,66,暂无,8：00——22：00
金水区,星姨糖水铺(郑州郑东万象城),113.765366,34.764744,113.765366,34.764744,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L3层,15303818238,4.6,20,暂无,8：00——22：00
金水区,大芊金重庆串串火锅(郑东万象城店),113.765541,34.763897,113.765541,34.763897,东风南路与七里河北路交叉口郑州郑东万象城L3层307号,暂无,4.6,66,暂无,8：00——22：00
金水区,麒麟大口茶(郑州郑东万象城店),113.765176,34.765267,113.765176,34.765267,东风南路和七里河北路交叉口郑州郑东万象城南苑B2层DCB205号,暂无,4.5,16,暂无,8：00——22：00
管城回族区,龙泉庄园酒店,113.738034,34.660984,113.738034,34.660984,020乡道与0244乡道交叉口西北150米,18538257986,4.5,暂无,暂无,8：00——22：00
管城回族区,信阳小碗炖菜,113.694498,34.705976,113.694498,34.705976,紫南花园东院西门东南100米,13203717853,4.1,暂无,暂无,8：00——22：00
管城回族区,顺城街全羊鲜汤(拥军路),113.753746,34.672072,113.753746,34.672072,拥军路中段,13838187921,4.1,21,暂无,8：00——22：00
管城回族区,南边风车格尔国际饭店,113.763771,34.719274,113.763771,34.719274,第八大街106号,"0371-66032299;0371-66657777;0371-66657777,0",4.8,暂无,航海东路,8：00——22：00
管城回族区,大河国际饭店,113.745886,34.730515,113.745886,34.730515,郑州国家经济技术开发区第三大街166号,0371-60106666,4.6,暂无,暂无,8：00——22：00
管城回族区,蒙古印象烤全羊餐厅,113.707177,34.66567,113.707177,34.66567,郑新快速通道与郑新公路出口交叉口东南360米,17698091539,4.3,98,暂无,8：00——22：00
管城回族区,固始鹅块农家菜(阳光城总店),113.71589,34.711782,113.71589,34.711782,岗东路32一37,13073729967;13838312062,4.5,51,暂无,8：00——22：00
管城回族区,湖南米粉牛肉面(商城东路27号院店),113.692075,34.750825,113.692075,34.750825,商城东路27号(郑州文庙地铁站C口步行410米),15903677377,4.4,13,紫荆山,8：00——22：00
管城回族区,李家大灶台,113.677188,34.745588,113.677188,34.745588,城南路与南关街交叉口向东100米路南,15890161598,4.3,60,南关,8：00——22：00
管城回族区,卜居茶舍,113.743546,34.728161,113.743546,34.728161,经开第二大街与经北三路交汇处东南角,暂无,4.7,121,暂无,8：00——22：00
管城回族区,开封豫兴桶子鸡老店(经南四路店),113.755996,34.712808,113.755996,34.712808,经南四路东方桃园1号楼,15890196691,4.2,41,暂无,8：00——22：00
管城回族区,小馆子(商鼎路店),113.756176,34.754664,113.756176,34.754664,郑东新区商鼎路与农业东路112号16号楼1-2层,0371-60906368;15838127230,4.3,75,暂无,8：00——22：00
管城回族区,李记乡村地锅城(经开五大街店),113.753849,34.730577,113.753849,34.730577,经开第五大街174-14号第五大街与经北五路交叉口西南角,18037103080,4.6,50,暂无,8：00——22：00
管城回族区,沙记酥饼(星月小区店),113.679602,34.755375,113.679602,34.755375,星月小区西门旁,15237123134;15838134607,4.4,23,北下街,8：00——22：00
管城回族区,正宗襄阳牛杂面,113.700338,34.755481,113.700338,34.755481,东明路城北路口路东美团外卖也可以下单了欢迎新老顾客下单品尝(加油站正对面)正宗襄阳牛杂面43号,13298182317,4.4,13,未来路,8：00——22：00
管城回族区,小马哥炒鸡(管城街店),113.677131,34.751034,113.677131,34.751034,管城街7号楼1层附42号,13523532695,4.5,37,北下街,8：00——22：00
管城回族区,西舍品茗(路劲·东方陆港店),113.75942,34.755442,113.75942,34.755442,路劲·东方陆港南门东90米,0371-68686388;17365982666,4.6,137,暂无,8：00——22：00
管城回族区,老巴家的原油肉,113.67963,34.753771,113.67963,34.753771,清真寺街50号,15639082688,4.2,35,北下街,8：00——22：00
管城回族区,杨家油茶馆(星月小区店),113.679568,34.755189,113.679568,34.755189,清真寺街1号星月小区商铺,13949086098;15903602887,4.5,6,紫荆山,8：00——22：00
管城回族区,广东潮汕马记老鹅店,113.667916,34.747015,113.667916,34.747015,西大街街道管城区上元街7号附8-9号,13838100338,4.5,83,西大街,8：00——22：00
管城回族区,襄县焖面炝锅面(康居·东瑞佳苑店),113.690669,34.718503,113.690669,34.718503,城东南路17号(城东南路地铁站B口步行340米),17550122091,4.4,19,城东南路,8：00——22：00
管城回族区,鹅娘地锅(经开区店),113.749799,34.728174,113.749799,34.728174,经北三路与第四大街交叉口,15617939858,4.7,98,暂无,8：00——22：00
管城回族区,江西烧菜馆(农业南路店),113.755837,34.742004,113.755837,34.742004,农业南路与永平路向北10米路西5号楼一层附号商铺,13807033979;18579158979,4.4,77,暂无,8：00——22：00
管城回族区,老北京炙子烤肉·炙热居(郑安花园小区店),113.737544,34.71236,113.737544,34.71236,郑安花园小区东门南170米,15737116856,4.5,65,暂无,8：00——22：00
管城回族区,猪冠湘西红烧肉(橡树玫瑰城店),113.710148,34.709358,113.710148,34.709358,中州大道1899号59号楼1-2层商号,15890675281,4.5,39,暂无,8：00——22：00
管城回族区,蓝塔烘培(梧桐里店),113.699575,34.743275,113.699575,34.743275,凤凰路与东明路交叉口西60米,暂无,4.4,暂无,郑汴路,8：00——22：00
管城回族区,岩哥土鲫鱼(经南四路),113.767737,34.71252,113.767737,34.71252,经南四路6号,13721441044,4.5,30,暂无,8：00——22：00
管城回族区,德克士(郑东商业中心店),113.756534,34.741943,113.756534,34.741943,农业南路永平路交叉口东北角繁桦商业中心一楼,0371-55959627;17335592585,4.4,20,暂无,8：00——22：00
管城回族区,香雪儿(金沙湖店),113.765285,34.69722,113.765285,34.69722,金沙湖高尔夫观邸七期,暂无,4.4,28,暂无,8：00——22：00
管城回族区,德克士(梧桐里店),113.700018,34.743161,113.700018,34.743161,凤凰路与东明路交叉口西南角梧桐里一楼德克士餐厅,15238345782,4.5,26,货站街,8：00——22：00
管城回族区,围辣小火锅(瑞锦店),113.788733,34.712586,113.788733,34.712586,经开十三大街经南四路交叉口向东10米,暂无,4.4,31,暂无,8：00——22：00
管城回族区,孟夫子水煎包(经南三路店),113.738138,34.717536,113.738138,34.717536,经开第一大街42号,17638134768,4.4,19,暂无,8：00——22：00
管城回族区,本穆牦牛原汤拉面(新世界百货店),113.682592,34.754227,113.682592,34.754227,紫荆山路57号裕鸿国际A座1层,13213193538,4.4,19,紫荆山,8：00——22：00
管城回族区,凉凉慕水果捞(盛华里店),113.752852,34.721731,113.752852,34.721731,航海东路1074号盛华里购物中心负一层,暂无,4.4,暂无,航海东路,8：00——22：00
管城回族区,塔斯汀中国汉堡管城春风十里店,113.809172,34.674967,113.809172,34.674967,第十九大街117号19号楼1层101号商铺,17630019805,4.4,暂无,暂无,8：00——22：00
管城回族区,幸运咖(鸿成广场店),113.669623,34.755293,113.669623,34.755293,北下街街道东太康路鸿成广场52号附8号,15738633760,4.4,暂无,北下街,8：00——22：00
管城回族区,霸碗盖码饭(郑州新世界百货店),113.683007,34.753966,113.683007,34.753966,紫荆山路57号新世界百货1层L01F688,17629352511,4.4,17,紫荆山,8：00——22：00
管城回族区,瑞幸咖啡(新发展楷林广场5号楼店),113.787818,34.753302,113.787818,34.753302,新发展楷林广场5号楼,4000100100,4.4,18,暂无,8：00——22：00
管城回族区,茶百道(郑州陇海大润发店),113.68312,34.74003,113.68312,34.74003,紫荆山路与陇海路交叉口大润发一楼卖场入口处,18625593318,4.4,22,二里岗,8：00——22：00
管城回族区,禄茗广式茶点(东三马路店),113.671503,34.742151,113.671503,34.742151,德成街与东三马路交叉口东南160米,18407591131,4.4,12,南关,8：00——22：00
管城回族区,香雪儿(天鑫大厦店),113.747516,34.721271,113.747516,34.721271,航海东路1300号天鑫大厦F1层,19003831508,4.4,暂无,航海东路,8：00——22：00
管城回族区,川渝人家家常菜(绿城汉风产业园店),113.804243,34.743362,113.804243,34.743362,贾陈街绿城汉风产业园汉风路64号,18223865324,4.4,34,暂无,8：00——22：00
管城回族区,刘统领地锅柴鸡(石化路世纪公园店),113.716463,34.729902,113.716463,34.729902,管城回族区美景天城北5门东50米,16696696580,4.4,52,未来路,8：00——22：00
管城回族区,腾万家鲜卤猪脚饭经开总店,113.743063,34.72058,113.743063,34.72058,经济开发区明湖办事处航海东路1269号天中龙港13号,暂无,4.5,19,航海东路,8：00——22：00
管城回族区,吕氏豚馒手工鲜肉马蹄包(富田店),113.716029,34.723377,113.716029,34.723377,航海东路街道航海东路2号53号楼富田幸福里PAKE1层L1-38店,暂无,4.4,暂无,未来路,8：00——22：00
管城回族区,腾万家鲜卤猪脚饭(十九大街店),113.808679,34.674518,113.808679,34.674518,第十九大街132号1号楼1单元1层106号商铺,18759734567,4.4,24,暂无,8：00——22：00
管城回族区,一起卷凉皮(云尚店),113.760721,34.745613,113.760721,34.745613,商都路康平路西南角云尚艾特米负一层,15188311899,4.5,13,暂无,8：00——22：00
管城回族区,幸运咖(丹尼斯航海天地店),113.739008,34.721877,113.739008,34.721877,航海东路1228号,13733825038,4.5,7,航海东路,8：00——22：00
管城回族区,柴火乡地锅鸡(众城街店),113.686101,34.716474,113.686101,34.716474,金锣湾万福园西北门西北70米,15638488997,4.4,42,航海东路,8：00——22：00
管城回族区,棒约翰比萨(海邻茂店),113.772975,34.748811,113.772975,34.748811,商都路办事处福禄街与心怡路交叉口海林茂1.2号楼1-13号铺,19723735751,4.4,56,暂无,8：00——22：00
管城回族区,胡夫炸串(一站广场购物中心店),113.716125,34.723625,113.716125,34.723625,航海东路2号富田新天地F1层,15890998920,4.4,29,航海东路,8：00——22：00
管城回族区,大红哥酸辣粉肉夹馍(富田太阳城店),113.716132,34.724312,113.716132,34.724312,航海路2号富田·新天地F1,13643802661,4.5,暂无,未来路,8：00——22：00
管城回族区,上海大众(众和4S店),113.722772,34.690648,113.722772,34.690648,十八里河镇大王庄村文治路与鼎尚街交叉口西南角,0371-53720999;0371-55555563,4.4,暂无,暂无,8：00——22：00
管城回族区,逍遥镇容记胡辣汤(清真),113.698513,34.71673,113.698513,34.71673,芦邢庄花苑南门西70米,13523493080;15803868684,4.4,15,未来路,8：00——22：00
管城回族区,张记逍遥镇胡辣汤,113.715257,34.710299,113.715257,34.710299,金岱街道岗东路阳光城9号院东门3-112,15303971956,4.4,14,暂无,8：00——22：00
管城回族区,粤盛坊肚包鸡养生火锅(格林假日店),113.75774,34.71692,113.75774,34.71692,经济开发区明湖街道经南二路29号格林假日,暂无,4.1,69,暂无,8：00——22：00
管城回族区,御膳叉骨炸鸡(通站路店),113.677951,34.712515,113.677951,34.712515,通站路160号19号楼1楼,13598550257;15890012774,4.1,10,长江路,8：00——22：00
管城回族区,牛约堡-手作牛肉汉堡(郑东商业中心店),113.761171,34.741717,113.761171,34.741717,郑东新区康平路79号5号楼1层102号,15803811760,4.3,26,暂无,8：00——22：00
管城回族区,库迪咖啡(裕鸿国际大厦D座店),113.683409,34.753079,113.683409,34.753079,裕鸿国际D座东门向北30米商城路57号,18837114697,4.3,10,紫荆山,8：00——22：00
管城回族区,阿生哥螺狮粉螺狮粉火锅,113.768019,34.738569,113.768019,34.738569,郑东新区永平路19号14号楼1层附06号,13526498579,4.3,暂无,暂无,8：00——22：00
